QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,sale_year,sale_month,sale_day
46,70.33,13,3235.18,2004-02-22,Classic Cars,80,Switzerland,Medium,2004,2,22
22,93.77,7,2062.94,2004-04-09,Classic Cars,80,Denmark,Small,2004,4,9
38,87.31,3,3317.78,2004-05-26,Classic Cars,80,France,Medium,2004,5,26
47,83.27,1,3913.69,2004-06-30,Classic Cars,80,USA,Medium,2004,6,30
48,75.18,7,3608.64,2004-08-02,Classic Cars,80,USA,Medium,2004,8,2
40,88.12,16,3524.8,2004-08-30,Classic Cars,80,Switzerland,Medium,2004,8,30
32,80.84,1,2586.88,2004-09-30,Classic Cars,80,Finland,Small,2004,9,30
49,97.01,14,4753.49,2004-10-16,Classic Cars,80,Germany,Medium,2004,10,16
43,85.69,2,3684.67,2004-11-03,Classic Cars,80,USA,Medium,2004,11,3
41,100.0,2,5715.4,2004-11-17,Classic Cars,80,USA,Medium,2004,11,17
30,100.0,1,3098.7,2004-11-24,Classic Cars,80,France,Medium,2004,11,24
28,95.39,9,2670.92,2004-12-07,Classic Cars,80,Spain,Small,2004,12,7
43,100.0,9,5154.41,2005-01-06,Classic Cars,80,Finland,Medium,2005,1,6
41,100.0,2,4894.17,2005-02-10,Classic Cars,80,Spain,Medium,2005,2,10
30,82.42,10,2472.6,2005-03-04,Classic Cars,80,USA,Small,2005,3,4
31,100.0,3,3224.31,2003-01-29,Trucks and Buses,96,Norway,Medium,2003,1,29
32,100.0,7,3667.52,2003-04-01,Trucks and Buses,96,France,Medium,2003,4,1
43,96.31,3,4141.33,2003-05-28,Trucks and Buses,96,Spain,Medium,2003,5,28
26,100.0,3,2829.58,2003-07-24,Trucks and Buses,96,USA,Small,2003,7,24
27,100.0,10,3068.55,2003-09-21,Trucks and Buses,96,Finland,Medium,2003,9,21
24,100.0,1,2634.96,2003-10-21,Trucks and Buses,96,Austria,Small,2003,10,21
22,100.0,8,2436.72,2003-11-06,Trucks and Buses,96,UK,Small,2003,11,6
46,100.0,13,4607.36,2003-11-14,Trucks and Buses,96,Spain,Medium,2003,11,14
37,97.27,3,3598.99,2003-11-25,Trucks and Buses,96,France,Medium,2003,11,25
49,80.9,14,3964.1,2003-12-09,Trucks and Buses,96,USA,Medium,2003,12,9
21,100.0,3,2244.9,2004-02-04,Trucks and Buses,96,Singapore,Small,2004,2,4
25,100.0,8,2793.0,2004-03-11,Trucks and Buses,96,USA,Small,2004,3,11
37,100.0,1,4133.64,2004-05-04,Trucks and Buses,96,USA,Medium,2004,5,4
45,86.68,11,3900.6,2004-06-15,Trucks and Buses,96,Singapore,Medium,2004,6,15
32,85.72,1,2743.04,2004-07-19,Trucks and Buses,96,Australia,Small,2004,7,19
29,82.83,8,2402.07,2004-08-19,Trucks and Buses,96,USA,Small,2004,8,19
26,83.79,3,2178.54,2004-09-08,Trucks and Buses,96,Sweden,Small,2004,9,8
28,100.0,12,3155.04,2004-10-13,Trucks and Buses,96,USA,Medium,2004,10,13
27,87.64,6,2366.28,2004-10-22,Trucks and Buses,96,Canada,Small,2004,10,22
20,98.18,11,1963.6,2004-11-05,Trucks and Buses,96,USA,Small,2004,11,5
44,100.0,1,4746.28,2004-11-19,Trucks and Buses,96,USA,Medium,2004,11,19
42,100.0,3,6386.94,2004-11-01,Trucks and Buses,96,Spain,Medium,2004,11,1
41,100.0,1,4428.0,2004-12-10,Trucks and Buses,96,Spain,Medium,2004,12,10
26,100.0,1,4044.04,2005-01-23,Trucks and Buses,96,USA,Medium,2005,1,23
26,100.0,6,2708.42,2005-02-17,Trucks and Buses,96,USA,Small,2005,2,17
26,100.0,1,2904.72,2005-05-01,Trucks and Buses,96,Canada,Small,2005,5,1
41,86.68,11,3553.88,2005-05-31,Trucks and Buses,96,France,Medium,2005,5,31
20,92.9,8,1858.0,2003-02-24,Motorcycles,99,USA,Small,2003,2,24
22,100.0,6,2461.36,2003-04-29,Motorcycles,99,Australia,Small,2003,4,29
23,100.0,1,2642.01,2003-06-27,Motorcycles,99,Spain,Small,2003,6,27
33,93.9,12,3098.7,2003-08-25,Motorcycles,99,USA,Medium,2003,8,25
28,100.0,7,3244.36,2003-10-28,Motorcycles,99,USA,Medium,2003,10,28
44,98.89,7,4351.16,2003-11-18,Motorcycles,99,Norway,Medium,2003,11,18
46,79.91,5,3675.86,2004-01-12,Motorcycles,99,Japan,Medium,2004,1,12
21,100.0,7,2475.27,2004-02-20,Motorcycles,99,Australia,Small,2004,2,20
41,100.0,1,4177.49,2004-04-02,Motorcycles,99,Canada,Medium,2004,4,2
31,100.0,2,3282.28,2004-05-11,Motorcycles,99,USA,Medium,2004,5,11
31,79.91,8,2477.21,2004-06-28,Motorcycles,99,USA,Small,2004,6,28
23,81.91,7,1883.93,2004-07-23,Motorcycles,99,France,Small,2004,7,23
37,98.89,12,3658.93,2004-08-27,Motorcycles,99,USA,Medium,2004,8,27
26,100.0,2,2856.88,2004-09-16,Motorcycles,99,Ireland,Small,2004,9,16
24,79.91,5,1917.84,2004-10-15,Motorcycles,99,USA,Small,2004,10,15
47,100.0,7,5305.36,2004-11-02,Motorcycles,99,USA,Medium,2004,11,2
45,63.91,11,2875.95,2004-11-15,Motorcycles,99,USA,Small,2004,11,15
55,100.0,2,6482.85,2004-11-24,Motorcycles,99,Spain,Medium,2004,11,24
46,81.17,5,3733.82,2004-12-04,Motorcycles,99,USA,Medium,2004,12,4
50,100.0,2,6576.5,2005-01-06,Motorcycles,99,Finland,Medium,2005,1,6
37,100.0,3,6353.27,2005-02-03,Motorcycles,99,France,Medium,2005,2,3
44,94.9,1,4175.6,2005-03-02,Motorcycles,99,Singapore,Medium,2005,3,2
49,100.0,1,4992.61,2005-04-03,Motorcycles,99,USA,Medium,2005,4,3
45,100.0,2,4764.6,2005-05-10,Motorcycles,99,Italy,Medium,2005,5,10
27,43.45,13,1173.15,2003-03-03,Motorcycles,40,Philippines,Small,2003,3,3
31,44.66,17,1384.46,2003-05-08,Motorcycles,40,France,Small,2003,5,8
33,40.23,14,1327.59,2003-07-02,Motorcycles,40,USA,Small,2003,7,2
31,35.8,1,1109.8,2003-08-25,Motorcycles,40,USA,Small,2003,8,25
35,35.4,9,1239.0,2003-10-10,Motorcycles,40,USA,Small,2003,10,10
26,39.83,9,1035.58,2003-11-04,Motorcycles,40,Australia,Small,2003,11,4
34,45.46,4,1545.64,2003-11-11,Motorcycles,40,France,Small,2003,11,11
46,32.99,1,1517.54,2003-11-19,Motorcycles,40,Spain,Small,2003,11,19
41,42.24,9,1731.84,2004-01-15,Motorcycles,40,France,Small,2004,1,15
43,39.43,2,1695.49,2004-02-21,Motorcycles,40,France,Small,2004,2,21
26,40.23,2,1045.98,2004-04-05,Motorcycles,40,USA,Small,2004,4,5
36,48.28,6,1738.08,2004-05-26,Motorcycles,40,France,Small,2004,5,26
20,32.59,4,651.8,2004-06-30,Motorcycles,40,USA,Small,2004,6,30
27,36.61,10,988.47,2004-08-02,Motorcycles,40,USA,Small,2004,8,2
37,41.03,1,1518.11,2004-08-27,Motorcycles,40,USA,Small,2004,8,27
24,42.24,4,1013.76,2004-09-30,Motorcycles,40,Finland,Small,2004,9,30
36,43.05,17,1549.8,2004-10-16,Motorcycles,40,Germany,Small,2004,10,16
29,38.22,5,1108.38,2004-11-03,Motorcycles,40,USA,Small,2004,11,3
28,100.0,3,4102.56,2004-11-17,Motorcycles,40,USA,Medium,2004,11,17
29,100.0,5,3713.16,2004-11-24,Motorcycles,40,France,Medium,2004,11,24
38,39.83,10,1513.54,2004-12-07,Motorcycles,40,Spain,Small,2004,12,7
48,48.28,1,2317.44,2005-01-06,Motorcycles,40,France,Small,2005,1,6
40,82.46,1,3298.4,2005-02-10,Motorcycles,40,Spain,Medium,2005,2,10
41,44.56,11,1826.96,2005-03-04,Motorcycles,40,USA,Small,2005,3,4
30,40.23,2,1206.9,2005-04-08,Motorcycles,40,UK,Small,2005,4,8
35,47.62,11,1666.7,2003-01-31,Trucks and Buses,54,Spain,Small,2003,1,31
28,55.73,2,1560.44,2003-04-01,Trucks and Buses,54,France,Small,2003,4,1
45,51.95,13,2337.75,2003-06-03,Trucks and Buses,54,USA,Small,2003,6,3
24,45.99,7,1103.76,2003-08-01,Trucks and Buses,54,Finland,Small,2003,8,1
41,63.85,5,2617.85,2003-09-21,Trucks and Buses,54,Finland,Small,2003,9,21
48,45.99,14,2207.52,2003-10-22,Trucks and Buses,54,Singapore,Small,2003,10,22
50,63.31,3,3165.5,2003-11-06,Trucks and Buses,54,UK,Medium,2003,11,6
33,62.77,8,2071.41,2003-11-14,Trucks and Buses,54,Spain,Small,2003,11,14
32,43.29,8,1385.28,2003-11-25,Trucks and Buses,54,USA,Small,2003,11,25
27,60.06,9,1621.62,2003-12-09,Trucks and Buses,54,USA,Small,2003,12,9
35,55.19,4,1931.65,2004-02-10,Trucks and Buses,54,USA,Small,2004,2,10
23,54.11,3,1244.53,2004-03-11,Trucks and Buses,54,USA,Small,2004,3,11
35,48.7,7,1704.5,2004-05-05,Trucks and Buses,54,Spain,Small,2004,5,5
40,43.83,6,1753.2,2004-06-15,Trucks and Buses,54,Singapore,Small,2004,6,15
35,47.62,7,1666.7,2004-07-20,Trucks and Buses,54,USA,Small,2004,7,20
31,55.19,3,1710.89,2004-08-19,Trucks and Buses,54,USA,Small,2004,8,19
50,46.53,10,2326.5,2004-09-08,Trucks and Buses,54,USA,Small,2004,9,8
40,57.9,7,2316.0,2004-10-13,Trucks and Buses,54,USA,Small,2004,10,13
38,45.45,1,1727.1,2004-10-22,Trucks and Buses,54,Canada,Small,2004,10,22
38,100.0,3,8844.12,2004-11-05,Trucks and Buses,54,Norway,Large,2004,11,5
40,60.6,3,2424.0,2004-11-19,Trucks and Buses,54,USA,Small,2004,11,19
33,46.53,1,1535.49,2004-12-01,Trucks and Buses,54,USA,Small,2004,12,1
36,100.0,3,6358.68,2004-12-15,Trucks and Buses,54,France,Medium,2004,12,15
20,66.47,2,1329.4,2005-01-23,Trucks and Buses,54,USA,Small,2005,1,23
32,53.18,5,1701.76,2005-02-22,Trucks and Buses,54,Spain,Small,2005,2,22
36,62.77,3,2259.72,2005-03-15,Trucks and Buses,54,Spain,Small,2005,3,15
19,48.7,7,925.3,2005-05-03,Trucks and Buses,54,Spain,Small,2005,5,3
11,43.83,6,482.13,2005-05-31,Trucks and Buses,54,France,Small,2005,5,31
49,65.87,4,3227.63,2003-01-31,Trains,62,Spain,Medium,2003,1,31
27,63.38,1,1711.26,2003-04-11,Trains,62,Belgium,Small,2003,4,11
29,70.84,6,2054.36,2003-06-03,Trains,62,USA,Small,2003,6,3
42,74.57,16,3131.94,2003-08-08,Trains,62,USA,Medium,2003,8,8
33,50.95,2,1681.35,2003-09-25,Trains,62,Australia,Small,2003,9,25
44,53.44,7,2351.36,2003-10-22,Trains,62,Singapore,Small,2003,10,22
22,64.0,6,1408.0,2003-11-06,Trains,62,Italy,Small,2003,11,6
48,50.95,1,2445.6,2003-11-14,Trains,62,Spain,Small,2003,11,14
33,54.68,1,1804.44,2003-11-25,Trains,62,USA,Small,2003,11,25
45,56.55,2,2544.75,2003-12-09,Trains,62,USA,Small,2003,12,9
20,52.82,6,1056.4,2004-02-12,Trains,62,Ireland,Small,2004,2,12
46,60.9,4,2801.4,2004-03-15,Trains,62,Germany,Small,2004,3,15
40,49.71,6,1988.4,2004-05-05,Trains,62,Finland,Small,2004,5,5
45,64.63,6,2908.35,2004-07-20,Trains,62,USA,Small,2004,7,20
36,59.65,9,2147.4,2004-08-20,Trains,62,USA,Small,2004,8,20
31,67.73,3,2099.63,2004-09-08,Trains,62,USA,Small,2004,9,8
46,50.33,17,2315.18,2004-10-14,Trains,62,UK,Small,2004,10,14
35,66.49,9,2327.15,2004-10-22,Trains,62,Denmark,Small,2004,10,22
28,100.0,2,5377.4,2004-11-05,Trains,62,Norway,Medium,2004,11,5
31,84.71,9,2626.01,2004-11-20,Trains,62,France,Small,2004,11,20
27,100.0,14,4406.4,2004-12-02,Trains,62,Spain,Medium,2004,12,2
22,100.0,1,4301.22,2004-12-15,Trains,62,France,Medium,2004,12,15
30,99.55,11,2986.5,2005-01-23,Trains,62,USA,Small,2005,1,23
44,36.07,8,1587.08,2005-02-22,Trains,62,Spain,Small,2005,2,22
30,60.28,4,1808.4,2005-03-15,Trains,62,Spain,Small,2005,3,15
24,49.71,6,1193.04,2005-05-05,Trains,62,USA,Small,2005,5,5
45,75.63,7,3403.35,2003-01-29,Trucks and Buses,64,Norway,Medium,2003,1,29
23,68.52,1,1575.96,2003-03-26,Trucks and Buses,64,USA,Small,2003,3,26
26,62.7,7,1630.2,2003-05-28,Trucks and Buses,64,Spain,Small,2003,5,28
28,60.76,7,1701.28,2003-07-24,Trucks and Buses,64,USA,Small,2003,7,24
49,58.18,4,2850.82,2003-09-19,Trucks and Buses,64,Singapore,Small,2003,9,19
49,54.94,5,2692.06,2003-10-21,Trucks and Buses,64,Austria,Small,2003,10,21
29,74.98,12,2174.42,2003-11-06,Trucks and Buses,64,UK,Small,2003,11,6
49,64.64,4,3167.36,2003-11-13,Trucks and Buses,64,USA,Medium,2003,11,13
39,54.94,7,2142.66,2003-11-25,Trucks and Buses,64,France,Small,2003,11,25
36,58.82,2,2117.52,2003-12-05,Trucks and Buses,64,Canada,Small,2003,12,5
39,62.05,7,2419.95,2004-02-04,Trucks and Buses,64,Singapore,Small,2004,2,4
30,73.04,12,2191.2,2004-03-11,Trucks and Buses,64,USA,Small,2004,3,11
44,69.16,5,3043.04,2004-05-04,Trucks and Buses,64,USA,Medium,2004,5,4
20,61.41,2,1228.2,2004-06-15,Trucks and Buses,64,Japan,Small,2004,6,15
21,63.35,5,1330.35,2004-07-19,Trucks and Buses,64,Australia,Small,2004,7,19
36,77.57,12,2792.52,2004-08-19,Trucks and Buses,64,USA,Small,2004,8,19
32,71.75,7,2296.0,2004-09-08,Trucks and Buses,64,Sweden,Small,2004,9,8
36,73.04,2,2629.44,2004-10-11,Trucks and Buses,64,France,Small,2004,10,11
34,56.24,10,1912.16,2004-10-22,Trucks and Buses,64,Canada,Small,2004,10,22
48,100.0,4,8209.44,2004-11-05,Trucks and Buses,64,USA,Large,2004,11,5
33,73.69,4,2431.77,2004-11-18,Trucks and Buses,64,USA,Small,2004,11,18
31,100.0,5,3139.99,2004-11-01,Trucks and Buses,64,Spain,Medium,2004,11,1
36,100.0,2,5669.64,2004-12-10,Trucks and Buses,64,Spain,Medium,2004,12,10
25,100.0,3,3160.25,2005-01-20,Trucks and Buses,64,Australia,Medium,2005,1,20
48,100.0,8,6799.68,2005-02-17,Trucks and Buses,64,USA,Medium,2005,2,17
27,69.16,5,1867.32,2005-05-01,Trucks and Buses,64,Canada,Small,2005,5,1
44,61.41,2,2702.04,2005-05-31,Trucks and Buses,64,Spain,Small,2005,5,31
33,72.92,5,2406.36,2003-02-17,Vintage Cars,68,Italy,Small,2003,2,17
29,72.23,11,2094.67,2003-04-29,Vintage Cars,68,Australia,Small,2003,4,29
49,57.1,6,2797.9,2003-06-27,Vintage Cars,68,Spain,Small,2003,6,27
20,81.86,1,1637.2,2003-08-13,Vintage Cars,68,Belgium,Small,2003,8,13
31,73.61,12,2281.91,2003-10-28,Vintage Cars,68,USA,Small,2003,10,28
39,59.16,10,2307.24,2004-01-12,Vintage Cars,68,Japan,Small,2004,1,12
20,66.04,12,1320.8,2004-02-20,Vintage Cars,68,Australia,Small,2004,2,20
34,77.73,6,2642.82,2004-04-02,Vintage Cars,68,Canada,Small,2004,4,2
50,61.22,7,3061.0,2004-05-11,Vintage Cars,68,USA,Medium,2004,5,11
40,79.11,2,3164.4,2004-06-24,Vintage Cars,68,Spain,Medium,2004,6,24
28,63.97,12,1791.16,2004-07-23,Vintage Cars,68,France,Small,2004,7,23
50,81.86,4,4093.0,2004-08-21,Vintage Cars,68,Norway,Medium,2004,8,21
28,79.8,7,2234.4,2004-09-16,Vintage Cars,68,Ireland,Small,2004,9,16
46,66.04,10,3037.84,2004-10-15,Vintage Cars,68,USA,Medium,2004,10,15
24,59.16,2,1419.84,2004-11-01,Vintage Cars,68,UK,Small,2004,11,1
24,81.17,5,1948.08,2004-11-12,Vintage Cars,68,Italy,Small,2004,11,12
39,59.16,3,2307.24,2004-11-24,Vintage Cars,68,Spain,Small,2004,11,24
40,44.51,7,1780.4,2004-12-04,Vintage Cars,68,USA,Small,2004,12,4
49,72.33,2,3544.17,2004-12-17,Vintage Cars,68,Australia,Medium,2004,12,17
44,82.26,4,3619.44,2005-02-03,Vintage Cars,68,France,Medium,2005,2,3
35,100.0,8,3918.95,2005-03-03,Vintage Cars,68,USA,Medium,2005,3,3
22,67.41,4,1483.02,2005-03-30,Vintage Cars,68,France,Small,2005,3,30
62,77.73,6,4819.26,2005-04-03,Vintage Cars,68,USA,Medium,2005,4,3
26,61.22,7,1591.72,2005-05-10,Vintage Cars,68,Italy,Small,2005,5,10
31,100.0,16,3669.78,2003-03-03,Motorcycles,102,Philippines,Medium,2003,3,3
25,86.74,3,2168.5,2003-05-07,Motorcycles,102,France,Small,2003,5,7
30,89.8,17,2694.0,2003-07-02,Motorcycles,102,USA,Small,2003,7,2
27,100.0,4,3251.34,2003-08-25,Motorcycles,102,USA,Medium,2003,8,25
23,100.0,12,2347.15,2003-10-10,Motorcycles,102,USA,Small,2003,10,10
34,100.0,12,3920.88,2003-11-04,Motorcycles,102,Australia,Medium,2003,11,4
22,100.0,7,2514.6,2003-11-11,Motorcycles,102,France,Small,2003,11,11
42,85.72,4,3600.24,2003-11-19,Motorcycles,102,Spain,Medium,2003,11,19
37,100.0,12,4040.03,2004-01-15,Motorcycles,102,France,Medium,2004,1,15
30,100.0,5,3336.9,2004-02-21,Motorcycles,102,France,Medium,2004,2,21
27,100.0,5,3113.64,2004-04-05,Motorcycles,102,USA,Medium,2004,4,5
25,100.0,9,2832.0,2004-05-26,Motorcycles,102,France,Small,2004,5,26
34,97.97,7,3330.98,2004-06-30,Motorcycles,102,USA,Medium,2004,6,30
38,100.0,13,4304.64,2004-08-02,Motorcycles,102,USA,Medium,2004,8,2
26,100.0,4,2600.26,2004-08-27,Motorcycles,102,USA,Small,2004,8,27
38,100.0,7,4382.16,2004-09-30,Motorcycles,102,Finland,Medium,2004,9,30
50,84.7,3,4235.0,2004-10-15,Motorcycles,102,Norway,Medium,2004,10,15
22,100.0,8,2626.8,2004-11-03,Motorcycles,102,USA,Small,2004,11,3
32,100.0,4,5026.56,2004-11-17,Motorcycles,102,USA,Medium,2004,11,17
31,71.02,4,2201.62,2004-11-24,Motorcycles,102,Austria,Small,2004,11,24
40,100.0,5,4326.8,2004-12-07,Motorcycles,102,Spain,Medium,2004,12,7
22,100.0,3,3425.18,2005-01-07,Motorcycles,102,USA,Medium,2005,1,7
41,100.0,15,4701.88,2005-02-03,Motorcycles,102,France,Medium,2005,2,3
45,48.98,12,2204.1,2005-03-04,Motorcycles,102,USA,Small,2005,3,4
45,100.0,5,5189.4,2005-04-08,Motorcycles,102,UK,Medium,2005,4,8
39,40.15,6,1565.85,2003-02-17,Vintage Cars,43,Italy,Small,2003,2,17
49,50.62,12,2480.38,2003-04-29,Vintage Cars,43,Australia,Small,2003,4,29
27,50.19,7,1355.13,2003-06-27,Vintage Cars,43,Spain,Small,2003,6,27
34,36.66,1,1246.44,2003-08-10,Vintage Cars,43,USA,Small,2003,8,10
20,41.02,1,820.4,2003-10-08,Vintage Cars,43,Spain,Small,2003,10,8
48,51.93,13,2492.64,2003-10-28,Vintage Cars,43,USA,Small,2003,10,28
29,38.4,1,1113.6,2003-12-01,Vintage Cars,43,USA,Small,2003,12,1
43,41.02,11,1763.86,2004-01-12,Vintage Cars,43,Japan,Small,2004,1,12
41,46.26,13,1896.66,2004-02-20,Vintage Cars,43,Australia,Small,2004,2,20
41,35.35,7,1449.35,2004-04-02,Vintage Cars,43,Canada,Small,2004,4,2
36,51.93,8,1869.48,2004-05-11,Vintage Cars,43,USA,Small,2004,5,11
49,37.97,3,1860.53,2004-06-24,Vintage Cars,43,Spain,Small,2004,6,24
38,45.39,13,1724.82,2004-07-23,Vintage Cars,43,France,Small,2004,7,23
33,51.93,5,1713.69,2004-08-21,Vintage Cars,43,Norway,Small,2004,8,21
26,48.44,1,1259.44,2004-09-15,Vintage Cars,43,Germany,Small,2004,9,15
47,43.64,11,2051.08,2004-10-15,Vintage Cars,43,USA,Small,2004,10,15
34,47.57,3,1617.38,2004-11-01,Vintage Cars,43,UK,Small,2004,11,1
34,51.93,7,1765.62,2004-11-12,Vintage Cars,43,Italy,Small,2004,11,12
40,50.62,4,2024.8,2004-11-24,Vintage Cars,43,Spain,Small,2004,11,24
40,82.21,8,3288.4,2004-12-04,Vintage Cars,43,USA,Medium,2004,12,4
33,82.59,3,2725.47,2004-12-17,Vintage Cars,43,Australia,Small,2004,12,17
49,65.8,5,3224.2,2005-02-03,Vintage Cars,43,France,Medium,2005,2,3
27,100.0,1,3211.38,2005-03-03,Vintage Cars,43,USA,Medium,2005,3,3
49,36.66,5,1796.34,2005-03-30,Vintage Cars,43,France,Small,2005,3,30
56,35.35,7,1979.6,2005-04-03,Vintage Cars,43,USA,Small,2005,4,3
37,51.93,8,1921.41,2005-05-10,Vintage Cars,43,Italy,Small,2005,5,10
33,100.0,7,3705.24,2003-01-31,Trucks and Buses,115,Spain,Medium,2003,1,31
27,100.0,3,2843.91,2003-04-04,Trucks and Buses,115,USA,Small,2003,4,4
46,100.0,9,6176.42,2003-06-03,Trucks and Buses,115,USA,Medium,2003,6,3
44,100.0,3,5500.44,2003-08-01,Trucks and Buses,115,Finland,Medium,2003,8,1
26,100.0,1,3220.1,2003-09-21,Trucks and Buses,115,Finland,Medium,2003,9,21
48,94.92,10,4556.16,2003-10-22,Trucks and Buses,115,Singapore,Medium,2003,10,22
23,100.0,9,3114.89,2003-11-06,Trucks and Buses,115,Italy,Medium,2003,11,6
45,100.0,4,4948.2,2003-11-14,Trucks and Buses,115,Spain,Medium,2003,11,14
49,100.0,4,5161.17,2003-11-25,Trucks and Buses,115,USA,Medium,2003,11,25
28,94.92,5,2657.76,2003-12-09,Trucks and Buses,115,USA,Small,2003,12,9
37,100.0,9,3983.05,2004-02-12,Trucks and Buses,115,Ireland,Medium,2004,2,12
34,100.0,7,3974.94,2004-03-15,Trucks and Buses,115,Germany,Medium,2004,3,15
22,100.0,3,2928.42,2004-05-05,Trucks and Buses,115,Spain,Small,2004,5,5
29,100.0,2,3054.57,2004-06-15,Trucks and Buses,115,Singapore,Medium,2004,6,15
34,98.39,3,3345.26,2004-07-20,Trucks and Buses,115,USA,Medium,2004,7,20
38,100.0,12,4310.72,2004-08-20,Trucks and Buses,115,USA,Medium,2004,8,20
41,100.0,6,4983.14,2004-09-08,Trucks and Buses,115,USA,Medium,2004,9,8
42,100.0,3,4618.32,2004-10-13,Trucks and Buses,115,USA,Medium,2004,10,13
28,100.0,12,3403.12,2004-10-22,Trucks and Buses,115,Denmark,Medium,2004,10,22
38,100.0,4,5190.42,2004-11-05,Trucks and Buses,115,Norway,Medium,2004,11,5
23,100.0,8,3141.57,2004-11-20,Trucks and Buses,115,France,Medium,2004,11,20
31,71.4,8,2213.4,2004-12-02,Trucks and Buses,115,Spain,Small,2004,12,2
46,100.0,2,4896.7,2004-12-15,Trucks and Buses,115,France,Medium,2004,12,15
48,56.55,10,2714.4,2005-01-23,Trucks and Buses,115,USA,Small,2005,1,23
29,100.0,13,3087.05,2005-02-22,Trucks and Buses,115,Spain,Medium,2005,2,22
46,100.0,4,5692.96,2005-03-17,Trucks and Buses,115,France,Medium,2005,3,17
26,100.0,3,3460.86,2005-05-03,Trucks and Buses,115,Spain,Medium,2005,5,3
18,100.0,2,1895.94,2005-05-31,Trucks and Buses,115,France,Small,2005,5,31
32,53.31,2,1705.92,2003-01-31,Trains,58,Spain,Small,2003,1,31
21,49.21,11,1033.41,2003-04-16,Trains,58,Singapore,Small,2003,4,16
46,69.12,4,3179.52,2003-06-03,Trains,58,USA,Medium,2003,6,3
42,49.79,14,2091.18,2003-08-08,Trains,58,USA,Small,2003,8,8
31,57.41,13,1779.71,2003-09-28,Trains,58,Spain,Small,2003,9,28
38,66.78,5,2537.64,2003-10-22,Trains,58,Singapore,Small,2003,10,22
38,64.44,4,2448.72,2003-11-06,Trains,58,Italy,Small,2003,11,6
20,48.62,15,972.4,2003-11-14,Trains,58,USA,Small,2003,11,14
46,62.09,7,2856.14,2003-11-26,Trains,58,USA,Small,2003,11,26
30,65.61,15,1968.3,2004-01-02,Trains,58,France,Small,2004,1,2
30,68.54,4,2056.2,2004-02-12,Trains,58,Ireland,Small,2004,2,12
43,52.14,2,2242.02,2004-03-15,Trains,58,Germany,Small,2004,3,15
49,63.85,4,3128.65,2004-05-05,Trains,58,Finland,Medium,2004,5,5
43,56.82,4,2443.26,2004-07-20,Trains,58,USA,Small,2004,7,20
37,66.78,7,2470.86,2004-08-20,Trains,58,USA,Small,2004,8,20
35,55.07,1,1927.45,2004-09-08,Trains,58,USA,Small,2004,9,8
34,60.34,15,2051.56,2004-10-14,Trains,58,UK,Small,2004,10,14
38,61.51,7,2337.38,2004-10-22,Trains,58,Denmark,Small,2004,10,22
44,100.0,7,5932.96,2004-11-05,Trains,58,Norway,Medium,2004,11,5
21,100.0,6,2296.77,2004-11-21,Trains,58,USA,Small,2004,11,21
44,100.0,17,6490.88,2004-12-02,Trains,58,Spain,Medium,2004,12,2
25,64.93,4,1623.25,2004-12-15,Trains,58,France,Small,2004,12,15
24,58.58,9,1405.92,2005-01-26,Trains,58,Japan,Small,2005,1,26
38,60.06,10,2282.28,2005-02-22,Trains,58,Spain,Small,2005,2,22
45,100.0,3,8977.05,2005-03-17,Trains,58,France,Large,2005,3,17
51,63.85,4,3256.35,2005-05-05,Trains,58,USA,Medium,2005,5,5
34,82.99,14,2821.66,2003-03-03,Motorcycles,81,Philippines,Small,2003,3,3
44,74.85,1,3293.4,2003-05-07,Motorcycles,81,France,Medium,2003,5,7
44,96.0,15,4224.0,2003-07-02,Motorcycles,81,USA,Medium,2003,7,2
38,81.36,2,3091.68,2003-08-25,Motorcycles,81,USA,Medium,2003,8,25
31,71.6,10,2219.6,2003-10-10,Motorcycles,81,USA,Small,2003,10,10
48,80.55,10,3866.4,2003-11-04,Motorcycles,81,Australia,Medium,2003,11,4
21,93.56,5,1964.76,2003-11-11,Motorcycles,81,France,Small,2003,11,11
40,66.72,2,2668.8,2003-11-19,Motorcycles,81,Spain,Small,2003,11,19
40,80.55,10,3222.0,2004-01-15,Motorcycles,81,France,Medium,2004,1,15
50,77.29,3,3864.5,2004-02-21,Motorcycles,81,France,Medium,2004,2,21
20,68.34,3,1366.8,2004-04-05,Motorcycles,81,USA,Small,2004,4,5
48,72.41,7,3475.68,2004-05-26,Motorcycles,81,France,Medium,2004,5,26
47,89.5,5,4206.5,2004-06-30,Motorcycles,81,USA,Medium,2004,6,30
21,70.78,11,1486.38,2004-08-02,Motorcycles,81,USA,Small,2004,8,2
39,78.92,2,3077.88,2004-08-27,Motorcycles,81,USA,Medium,2004,8,27
44,80.55,5,3544.2,2004-09-30,Motorcycles,81,Finland,Medium,2004,9,30
28,88.68,1,2483.04,2004-10-15,Motorcycles,81,Norway,Small,2004,10,15
45,77.29,6,3478.05,2004-11-03,Motorcycles,81,USA,Medium,2004,11,3
20,100.0,5,3657.8,2004-11-17,Motorcycles,81,USA,Medium,2004,11,17
38,100.0,3,4682.36,2004-11-24,Motorcycles,81,Austria,Medium,2004,11,24
26,100.0,4,3937.7,2004-12-09,Motorcycles,81,France,Medium,2004,12,9
